03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,50,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
03,03,03,03,03,46,46,13,13,13,13,13,13,46,46,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
03,03,03,03,03,03,03,03,13,13,13,13,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
03,03,03,03,03,03,03,03,13,13,13,13,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,49,48,49,48,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
03,03,03,03,03,03,03,03,26,13,13,05,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,23,00,00,31,03,03,03,50,50,50,50,50,50,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,02
03,03,03,03,03,03,03,03,26,13,13,05,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,23,00,00,14,03,03,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,10,00,00,00,00
03,03,03,03,03,03,03,03,26,13,13,05,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,23,00,00,14,03,03,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,10,00,00,00,00,00
03,03,03,03,03,03,03,03,26,13,13,05,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,26,13,13,05,03,03,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,10,00,00,00,00,00,00
03,03,03,03,03,03,03,03,26,13,13,05,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,26,13,13,05,03,03,03,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,10,00,00,00,00,00,00,00
03,03,03,03,03,03,03,03,26,13,13,05,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,26,13,13,05,03,03,03,10,00,01,00,32,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,10,00,00,00,00,00,00,00,00
03,03,03,03,03,03,03,03,26,13,13,05,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,26,13,13,05,03,03,10,00,00,00,00,00,32,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,10,00,00,00,00,00,00,00,00,00
03,03,03,03,03,03,03,03,26,13,13,05,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,26,13,13,05,03,10,13,13,13,13,13,13,13,32,50,50,50,50,50,50,50,50,50,50,50,50,50,10,00,00,00,00,00,00,00,00,00,00
03,03,03,03,03,03,03,03,26,13,13,05,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,26,13,13,05,10,00,13,13,13,13,13,13,13,00,32,50,50,50,50,50,50,50,50,50,50,50,10,00,00,00,00,00,00,00,00,00,00,00
03,03,03,03,03,03,03,03,21,13,13,04,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,26,13,13,10,00,00,13,13,06,46,24,13,13,00,00,32,50,50,50,50,50,50,50,50,50,10,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,08,09,07,01,01,01,00,00,00,00,00,13,13,04,03,26,13,13,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
